,age,workclass,education,gender
12746,50, Private, Assoc-acdm, Male
12747,30, Private, Some-college, Female
12748,55, Private, HS-grad, Male
12749,64, Local-gov, HS-grad, Male
12750,29, Self-emp-inc, Assoc-acdm, Female
12751,40, Private, Bachelors, Male
12752,42, Private, HS-grad, Male
12753,55, Private, HS-grad, Female
12754,43, Private, HS-grad, Male
12755,28, Private, 12th, Male
12756,46, State-gov, Assoc-acdm, Male
12757,34, Private, HS-grad, Male
12758,47, Private, Masters, Female
12759,43, Self-emp-not-inc, Masters, Female
12760,24, Private, Some-college, Female
12761,21, Private, 11th, Male
12762,65, Private, Bachelors, Male
12763,20, Private, Some-college, Male
12764,31, State-gov, Masters, Female
12765,38, State-gov, HS-grad, Male
12766,22, Private, Some-college, Male
12767,20, Private, Some-college, Female
12768,44, Private, Some-college, Male
12769,44, Local-gov, Masters, Female
12770,41, Private, Doctorate, Male
12771,38, Private, HS-grad, Male
12772,21, Private, Some-college, Female
12773,24, Private, Some-college, Female
12774,24, Private, Masters, Female
12775,28, Private, HS-grad, Female
12776,39, Private, Bachelors, Female
12777,48, Private, Some-college, Male
12778,24, Local-gov, HS-grad, Male
12779,50, Private, HS-grad, Male
12780,50, Local-gov, Some-college, Male
12781,68, Private, Some-college, Male
12782,31, State-gov, Masters, Male
12783,22, Private, 1st-4th, Male
12784,18, ?, Some-college, Male
12785,25, Private, HS-grad, Male
12786,28, Private, Some-college, Female
12787,17, Local-gov, 11th, Female
12788,24, State-gov, Doctorate, Female
12789,20, Private, 10th, Female
12790,45, Federal-gov, Assoc-acdm, Male
12791,44, Private, Some-college, Female
12792,57, Private, 7th-8th, Male
12793,33, Private, Bachelors, Male
12794,24, ?, Bachelors, Male
12795,22, Private, Some-college, Male
12796,41, Private, HS-grad, Female
12797,51, Self-emp-inc, Bachelors, Male
12798,46, Local-gov, Bachelors, Male
12799,52, Private, HS-grad, Female
12800,50, Private, Bachelors, Male
12801,26, Self-emp-inc, Bachelors, Female
12802,17, Private, 10th, Female
12803,64, Private, Some-college, Male
12804,51, Private, HS-grad, Male
12805,28, Self-emp-not-inc, HS-grad, Male
12806,51, Private, Bachelors, Female
12807,39, Self-emp-not-inc, Bachelors, Male
12808,48, Private, Some-college, Female
12809,44, Private, Some-college, Female
12810,47, Private, 11th, Male
12811,52, Private, HS-grad, Female
12812,58, Private, Some-college, Female
12813,19, Private, 11th, Female
12814,40, Private, Bachelors, Male
12815,23, Private, Some-college, Male
12816,31, Private, Bachelors, Male
12817,40, Local-gov, Assoc-acdm, Male
12818,48, Self-emp-inc, Some-college, Male
12819,46, Private, Masters, Female
12820,32, Private, HS-grad, Female
12821,50, Private, HS-grad, Male
12822,18, Private, HS-grad, Male
12823,26, Private, Masters, Female
12824,36, Private, Bachelors, Female
12825,26, Private, Assoc-voc, Female
12826,19, Private, Some-college, Female
12827,53, Private, Assoc-acdm, Male
12828,54, Private, Some-college, Male
12829,29, Private, Some-college, Female
12830,81, Private, Masters, Male
12831,37, Private, Masters, Female
12832,40, Private, Assoc-voc, Male
12833,36, Private, Some-college, Female
12834,18, Private, 12th, Female
12835,44, State-gov, 11th, Male
12836,36, Private, HS-grad, Female
12837,69, State-gov, Doctorate, Male
12838,17, Private, 12th, Male
12839,38, Private, Assoc-voc, Male
12840,27, Private, HS-grad, Male
12841,52, Private, Assoc-acdm, Male
12842,24, Private, Assoc-acdm, Male
12843,57, Private, Bachelors, Female
12844,19, Private, 10th, Female
12845,38, Private, HS-grad, Male
12846,46, Private, 7th-8th, Female
12847,21, Private, HS-grad, Male
12848,29, Private, Some-college, Female
12849,33, ?, Some-college, Female
12850,26, Private, HS-grad, Male
12851,28, Private, HS-grad, Male
12852,26, Private, Some-college, Female
12853,37, ?, Prof-school, Male
12854,49, Private, Bachelors, Male
12855,28, Private, Bachelors, Male
12856,57, Federal-gov, Some-college, Male
12857,60, Private, 7th-8th, Male
12858,20, ?, HS-grad, Male
12859,38, Private, HS-grad, Male
12860,51, Self-emp-not-inc, HS-grad, Male
12861,60, Private, Some-college, Female
12862,37, Private, Bachelors, Male
12863,44, Federal-gov, HS-grad, Female
12864,19, Self-emp-not-inc, Some-college, Female
12865,59, Private, Masters, Female
12866,50, Private, HS-grad, Male
12867,35, Federal-gov, Bachelors, Male
12868,46, Federal-gov, Some-college, Male
12869,18, Private, Some-college, Male
12870,32, Private, 5th-6th, Male
12871,32, Private, Assoc-voc, Female
12872,39, Private, HS-grad, Male
12873,25, Private, HS-grad, Female
12874,30, Private, Masters, Male
12875,37, Private, Bachelors, Male
12876,38, Self-emp-inc, Some-college, Male
12877,36, Private, Assoc-acdm, Female
12878,56, Private, Some-college, Male
12879,35, Federal-gov, Bachelors, Male
12880,56, Private, HS-grad, Male
12881,17, Private, 10th, Male
12882,46, Private, Masters, Male
12883,56, Private, HS-grad, Female
12884,61, State-gov, 12th, Male
12885,25, Private, Some-college, Male
12886,27, Private, HS-grad, Female
12887,50, Self-emp-not-inc, HS-grad, Male
12888,33, Self-emp-not-inc, Assoc-voc, Male
12889,33, Private, Assoc-voc, Male
12890,38, Private, Some-college, Male
12891,51, Private, 11th, Male
12892,27, Private, Assoc-acdm, Male
12893,49, Local-gov, Masters, Female
12894,26, Private, HS-grad, Female
12895,42, Private, Masters, Male
12896,37, Private, Bachelors, Male
12897,38, Private, Some-college, Female
12898,48, Private, HS-grad, Male
12899,41, Private, Bachelors, Male
12900,33, Private, HS-grad, Male
12901,30, Private, HS-grad, Male
12902,25, State-gov, Bachelors, Female
12903,50, Private, Bachelors, Male
12904,54, Self-emp-inc, HS-grad, Male
12905,37, Private, 11th, Male
12906,59, Self-emp-not-inc, Bachelors, Male
12907,17, Private, 10th, Female
12908,65, ?, 11th, Male
12909,56, Self-emp-not-inc, HS-grad, Female
12910,57, Private, HS-grad, Male
12911,33, Private, 10th, Male
12912,41, Self-emp-not-inc, Masters, Male
12913,45, Private, Bachelors, Female
12914,50, Private, HS-grad, Male
12915,18, Private, HS-grad, Male
12916,19, Private, Some-college, Female
12917,26, Private, Some-college, Female
12918,61, ?, Assoc-acdm, Male
12919,67, ?, 11th, Male
12920,41, Private, Some-college, Male
12921,29, Private, HS-grad, Male
12922,27, Private, Some-college, Male
12923,35, Private, HS-grad, Female
12924,37, Private, Bachelors, Male
12925,22, Private, 11th, Male
12926,25, Private, 10th, Female
12927,26, Private, HS-grad, Male
12928,27, Local-gov, HS-grad, Male
12929,26, Private, Bachelors, Male
12930,51, Private, HS-grad, Male
12931,45, Private, HS-grad, Male
12932,60, Private, HS-grad, Male
12933,35, Private, Some-college, Male
12934,24, Private, HS-grad, Male
12935,40, Local-gov, HS-grad, Female
12936,69, ?, HS-grad, Female
12937,44, Private, Bachelors, Male
12938,65, Private, HS-grad, Female
12939,52, Self-emp-inc, Some-college, Female
12940,38, Private, HS-grad, Female
12941,18, Private, 11th, Female
12942,24, Private, Assoc-voc, Male
12943,52, Private, Some-college, Male
12944,21, Private, HS-grad, Male
12945,67, Self-emp-not-inc, Doctorate, Male
12946,64, Self-emp-not-inc, Some-college, Female
12947,25, Private, Some-college, Male
12948,34, Federal-gov, Masters, Male
12949,39, Self-emp-not-inc, HS-grad, Male
12950,26, Private, HS-grad, Male
12951,19, Private, 10th, Male
12952,35, Private, HS-grad, Male
12953,26, Private, Masters, Female
12954,38, Private, HS-grad, Male
12955,45, Private, Some-college, Male
12956,18, Private, 11th, Female
12957,51, Private, Some-college, Female
12958,36, Private, HS-grad, Female
12959,18, Private, Some-college, Female
12960,37, Local-gov, Assoc-voc, Male
12961,37, Private, Bachelors, Male
12962,39, Federal-gov, HS-grad, Female
12963,21, Private, Some-college, Male
12964,46, State-gov, Doctorate, Male
12965,33, Private, HS-grad, Female
12966,23, Private, Bachelors, Female
12967,52, Self-emp-not-inc, HS-grad, Male
12968,28, Private, HS-grad, Female
12969,23, State-gov, Some-college, Male
12970,48, Self-emp-inc, Some-college, Male
12971,17, Private, 11th, Female
12972,22, Self-emp-not-inc, Some-college, Female
12973,26, Private, HS-grad, Male
12974,40, Private, HS-grad, Male
12975,90, Private, 10th, Male
12976,28, Private, HS-grad, Female
12977,44, Private, HS-grad, Male
12978,29, Private, Bachelors, Male
12979,45, Private, Assoc-voc, Male
12980,43, Private, HS-grad, Male
12981,17, ?, 10th, Male
12982,49, Federal-gov, Bachelors, Male
12983,27, Private, Bachelors, Male
12984,60, Self-emp-not-inc, HS-grad, Female
12985,33, Private, HS-grad, Female
12986,53, Self-emp-not-inc, 10th, Male
12987,19, Private, Some-college, Male
12988,28, Self-emp-not-inc, HS-grad, Male
12989,22, Private, Assoc-acdm, Male
12990,48, Self-emp-not-inc, HS-grad, Male
12991,76, ?, 10th, Male
12992,19, Private, Some-college, Female
12993,28, Private, Assoc-voc, Female
12994,58, Private, Some-college, Male
12995,19, Self-emp-not-inc, Some-college, Female
12996,37, ?, HS-grad, Female
12997,22, Private, Some-college, Male
12998,52, Self-emp-not-inc, Prof-school, Male
12999,31, Private, Bachelors, Male
13000,50, Self-emp-not-inc, Doctorate, Male
13001,62, Private, HS-grad, Male
13002,26, Private, Bachelors, Male
13003,64, State-gov, HS-grad, Female
13004,38, Private, Some-college, Male
13005,44, Private, Prof-school, Male
13006,28, Self-emp-not-inc, HS-grad, Female
13007,19, Private, HS-grad, Female
13008,39, Private, HS-grad, Female
13009,50, Private, 10th, Male
13010,39, Self-emp-inc, Masters, Female
13011,36, Private, Bachelors, Male
13012,39, Private, Assoc-voc, Male
13013,51, Self-emp-inc, Assoc-acdm, Female
13014,28, Private, HS-grad, Female
13015,57, Self-emp-not-inc, Prof-school, Male
13016,40, Local-gov, Prof-school, Female
13017,27, Private, Some-college, Female
13018,32, Private, Some-college, Male
13019,49, State-gov, HS-grad, Female
13020,34, Self-emp-not-inc, 10th, Female
13021,24, Private, HS-grad, Male
13022,54, Private, 7th-8th, Male
13023,52, Private, 12th, Male
13024,43, Private, 11th, Female
13025,84, ?, 5th-6th, Male
13026,79, ?, Assoc-acdm, Female
13027,35, Private, Some-college, Male
13028,56, Private, HS-grad, Male
13029,30, Private, HS-grad, Male
13030,54, Private, HS-grad, Female
13031,35, Private, Bachelors, Male
13032,32, Private, Some-college, Female
13033,44, Self-emp-inc, Bachelors, Male
13034,32, Private, HS-grad, Female
13035,60, Private, 12th, Male
13036,40, Private, Some-college, Male
13037,50, Private, 7th-8th, Male
13038,58, Private, 9th, Male
13039,41, Private, HS-grad, Male
13040,28, Private, HS-grad, Male
13041,53, Private, HS-grad, Male
13042,71, ?, Some-college, Male
13043,17, ?, 9th, Female
13044,45, Private, HS-grad, Female
13045,23, Private, HS-grad, Female
13046,25, Private, Some-college, Male
13047,40, Self-emp-not-inc, Some-college, Male
13048,28, Private, Bachelors, Female
13049,27, Private, 12th, Male
13050,19, Local-gov, Some-college, Male
13051,24, Private, HS-grad, Male
13052,38, Private, Bachelors, Male
13053,24, State-gov, Masters, Female
13054,18, Private, 11th, Male
13055,58, Private, HS-grad, Female
13056,35, Private, Masters, Male
13057,43, Private, 9th, Female
13058,45, Private, HS-grad, Male
13059,24, Private, HS-grad, Male
13060,63, Private, 9th, Male
13061,40, Private, 9th, Male
13062,21, Private, Bachelors, Male
13063,20, State-gov, Some-college, Male
13064,42, Private, HS-grad, Female
13065,49, ?, Some-college, Male
13066,47, Federal-gov, HS-grad, Male
13067,48, Self-emp-inc, HS-grad, Male
13068,61, Private, 7th-8th, Male
13069,23, ?, Assoc-acdm, Male
13070,35, State-gov, Bachelors, Male
13071,46, Private, Some-college, Female
13072,18, Private, 12th, Male
13073,28, Self-emp-not-inc, Bachelors, Male
13074,62, ?, Bachelors, Male
13075,20, Private, HS-grad, Female
13076,28, Private, HS-grad, Male
13077,57, Private, HS-grad, Male
13078,56, Private, 7th-8th, Male
13079,33, Private, HS-grad, Male
13080,19, Private, HS-grad, Male
13081,29, Private, HS-grad, Male
13082,30, Private, Some-college, Male
13083,53, Local-gov, Bachelors, Female
13084,25, Private, 1st-4th, Female
13085,44, State-gov, HS-grad, Male
13086,22, Private, Some-college, Male
13087,40, Private, HS-grad, Male
13088,25, Private, Assoc-voc, Male
13089,30, Self-emp-not-inc, 7th-8th, Male
13090,51, Private, Assoc-voc, Female
13091,17, Private, 11th, Female
13092,46, Local-gov, Bachelors, Male
13093,50, State-gov, Some-college, Male
13094,34, Private, Some-college, Female
13095,42, ?, Masters, Male
13096,41, Federal-gov, Bachelors, Male
13097,32, Private, Bachelors, Male
13098,32, Private, HS-grad, Male
13099,47, Private, Some-college, Male
13100,50, Private, Some-college, Male
13101,77, Private, 7th-8th, Female
13102,33, Private, HS-grad, Male
13103,47, Self-emp-inc, HS-grad, Male
13104,64, Private, 11th, Male
13105,34, Private, HS-grad, Male
13106,34, Local-gov, HS-grad, Female
13107,67, Local-gov, Masters, Female
13108,37, Local-gov, HS-grad, Male
13109,34, Private, Bachelors, Male
13110,22, ?, Some-college, Female
13111,50, Self-emp-not-inc, Doctorate, Male
13112,60, Private, Bachelors, Male
13113,46, Local-gov, Bachelors, Female
13114,44, Private, Bachelors, Male
13115,43, Private, HS-grad, Female
13116,48, Private, Masters, Male
13117,36, Private, HS-grad, Female
13118,48, Private, Some-college, Female
13119,37, Private, Some-college, Male
13120,51, Private, Masters, Male
13121,52, Private, Masters, Male
13122,27, Private, 5th-6th, Female
13123,43, Local-gov, Masters, Male
13124,23, Private, HS-grad, Male
13125,66, Private, Assoc-acdm, Male
13126,37, Self-emp-not-inc, 10th, Female
13127,35, Private, Some-college, Female
13128,42, Local-gov, Bachelors, Male
13129,49, Private, 10th, Female
13130,51, Local-gov, Bachelors, Female
13131,71, Federal-gov, HS-grad, Male
13132,50, Local-gov, Masters, Female
13133,63, Private, HS-grad, Female
13134,41, State-gov, Masters, Female
13135,24, State-gov, Some-college, Female
13136,41, Local-gov, Some-college, Female
13137,33, Local-gov, Assoc-acdm, Male
13138,42, Local-gov, Some-college, Male
13139,23, Private, Bachelors, Male
13140,49, Private, Assoc-voc, Female
13141,28, Self-emp-not-inc, 12th, Male
13142,31, Private, 5th-6th, Male
13143,28, Private, Bachelors, Male
13144,37, Private, 11th, Male
13145,19, Private, Some-college, Male
13146,51, Local-gov, Bachelors, Male
13147,25, Private, Assoc-voc, Male
13148,49, Self-emp-inc, HS-grad, Male
13149,47, Private, HS-grad, Female
13150,48, Local-gov, HS-grad, Male
13151,41, Local-gov, HS-grad, Female
13152,32, Private, HS-grad, Female
13153,26, ?, HS-grad, Female
13154,46, Private, HS-grad, Male
13155,17, Private, 10th, Female
13156,34, Private, 11th, Male
13157,44, Private, HS-grad, Female
13158,23, Private, Assoc-acdm, Female
13159,35, Private, Some-college, Male
13160,30, Private, Bachelors, Male
13161,65, ?, Some-college, Male
13162,34, Private, Bachelors, Male
13163,34, Federal-gov, Prof-school, Male
13164,39, Private, Assoc-voc, Male
13165,28, Private, Assoc-voc, Male
13166,53, Local-gov, Masters, Male
13167,34, Private, 11th, Male
13168,21, Private, HS-grad, Male
13169,53, Private, 7th-8th, Male
13170,54, Self-emp-not-inc, Masters, Male
13171,32, Private, Some-college, Female
13172,39, State-gov, Bachelors, Male
13173,39, Private, Some-college, Female
13174,29, Private, HS-grad, Male
13175,29, Private, HS-grad, Female
13176,43, Private, HS-grad, Male
13177,20, ?, Some-college, Male
13178,39, Private, Masters, Male
13179,45, Private, Some-college, Female
13180,36, Private, Some-college, Male
13181,71, ?, Assoc-voc, Female
13182,62, ?, HS-grad, Male
13183,43, Local-gov, Some-college, Female
13184,31, Private, HS-grad, Female
13185,39, Private, HS-grad, Male
13186,32, Private, Bachelors, Female
13187,45, Local-gov, HS-grad, Male
13188,19, Private, HS-grad, Male
13189,43, Private, Some-college, Male
13190,32, Private, Assoc-voc, Male
13191,43, Self-emp-not-inc, Bachelors, Female
13192,34, Private, Bachelors, Male
13193,66, Self-emp-inc, Some-college, Male
13194,37, Private, Assoc-voc, Male
13195,46, Self-emp-inc, Assoc-acdm, Female
13196,23, Private, Bachelors, Female
13197,41, Private, Bachelors, Male
13198,63, Private, HS-grad, Male
13199,55, Private, HS-grad, Male
13200,35, Self-emp-not-inc, Prof-school, Male
13201,28, Private, 9th, Male
13202,37, Private, Bachelors, Male
13203,63, ?, HS-grad, Male
13204,43, Private, Bachelors, Male
13205,30, Self-emp-not-inc, Assoc-voc, Male
13206,36, Local-gov, Masters, Female
13207,54, Private, Bachelors, Male
13208,36, Federal-gov, Bachelors, Male
13209,78, Self-emp-inc, Bachelors, Male
13210,77, Private, Bachelors, Male
13211,28, Private, HS-grad, Female
13212,39, Self-emp-not-inc, HS-grad, Male
13213,37, Private, Bachelors, Male
13214,34, Private, Assoc-voc, Male
13215,22, Local-gov, Bachelors, Female
13216,54, Private, Bachelors, Female
13217,21, Private, Some-college, Female
13218,36, Private, 10th, Male
13219,62, Self-emp-not-inc, HS-grad, Female
13220,40, Private, Some-college, Male
13221,47, Self-emp-not-inc, Some-college, Female
13222,38, Private, Bachelors, Male
13223,28, Private, 5th-6th, Male
13224,46, Private, Bachelors, Female
13225,22, Private, Some-college, Male
13226,37, Private, HS-grad, Female
13227,69, Private, 10th, Female
13228,43, Private, Bachelors, Male
13229,53, Private, Bachelors, Female
13230,20, Private, HS-grad, Female
13231,22, Private, Bachelors, Male
13232,48, Private, 9th, Male
13233,40, Federal-gov, Masters, Male
13234,68, ?, Some-college, Male
13235,39, Private, Some-college, Female
13236,57, Private, HS-grad, Male
13237,23, Private, 10th, Male
13238,25, Local-gov, Bachelors, Female
13239,22, Private, HS-grad, Male
13240,23, Private, 12th, Male
13241,41, Local-gov, Bachelors, Male
13242,25, Private, Some-college, Female
13243,58, Private, Some-college, Male
13244,33, Private, HS-grad, Male
13245,28, Private, Masters, Male
13246,19, Private, 11th, Female
13247,44, Private, Some-college, Female
13248,68, Private, Preschool, Male
13249,33, State-gov, HS-grad, Male
13250,24, Private, HS-grad, Female
13251,44, Self-emp-not-inc, HS-grad, Male
13252,38, Private, Bachelors, Male
13253,31, Private, HS-grad, Female
13254,29, Private, HS-grad, Female
13255,65, Private, 9th, Female
13256,55, Private, HS-grad, Female
13257,49, Private, HS-grad, Male
13258,27, Private, HS-grad, Female
13259,41, Private, HS-grad, Male
13260,33, Self-emp-not-inc, Some-college, Male
13261,22, Self-emp-not-inc, HS-grad, Male
13262,41, Private, HS-grad, Male
13263,66, Private, HS-grad, Male
13264,38, Private, Some-college, Male
13265,43, Private, HS-grad, Male
13266,40, Local-gov, Some-college, Male
13267,32, Private, Some-college, Male
13268,30, Private, HS-grad, Female
13269,35, Private, Bachelors, Male
13270,41, Private, Masters, Male
13271,33, Local-gov, Bachelors, Male
13272,36, Private, Bachelors, Male
13273,33, Self-emp-not-inc, Bachelors, Male
13274,53, Private, HS-grad, Male
13275,27, Private, Bachelors, Male
13276,22, Private, Bachelors, Female
13277,26, Private, HS-grad, Male
13278,64, Private, HS-grad, Female
13279,48, Private, Some-college, Female
13280,23, Private, HS-grad, Female
13281,26, Private, Some-college, Female
13282,35, Self-emp-not-inc, Bachelors, Male
13283,46, Private, Some-college, Male
13284,65, Self-emp-not-inc, Some-college, Female
13285,53, Private, HS-grad, Male
13286,18, Private, 5th-6th, Male
13287,34, Self-emp-not-inc, Prof-school, Male
13288,28, Private, HS-grad, Female
13289,37, Private, Bachelors, Male
13290,61, ?, Bachelors, Male
13291,59, Private, Bachelors, Male
13292,32, Private, Masters, Female
13293,31, Private, Bachelors, Female
13294,25, Local-gov, Bachelors, Female
13295,81, Private, 1st-4th, Male
13296,47, Private, HS-grad, Female
13297,39, Private, HS-grad, Male
13298,37, Private, Some-college, Male
13299,44, Private, HS-grad, Male
13300,37, Private, Assoc-acdm, Male
13301,41, Private, Some-college, Male
13302,27, ?, 5th-6th, Female
13303,55, Private, Some-college, Male
13304,60, Private, Bachelors, Male
13305,22, Private, Assoc-acdm, Male
13306,23, Private, Bachelors, Male
13307,19, Private, HS-grad, Female
13308,45, Private, Some-college, Male
13309,36, Private, HS-grad, Female
13310,46, Private, Bachelors, Male
13311,48, Private, 11th, Male
13312,39, Self-emp-not-inc, HS-grad, Male
13313,29, Private, Bachelors, Male
13314,39, Private, HS-grad, Female
13315,26, Private, HS-grad, Female
13316,37, Private, Assoc-acdm, Male
13317,49, Private, Some-college, Female
13318,27, Private, Bachelors, Male
13319,28, Private, 10th, Male
13320,35, Private, Some-college, Female
13321,54, ?, HS-grad, Male
13322,17, Private, 10th, Male
13323,18, Private, HS-grad, Male
13324,33, Private, Some-college, Female
13325,33, Private, Assoc-acdm, Male
13326,51, Private, Some-college, Female
13327,49, Private, HS-grad, Female
13328,49, Self-emp-inc, Some-college, Male
13329,41, Private, Some-college, Male
13330,64, Private, 1st-4th, Female
13331,40, Private, Some-college, Male
13332,49, Federal-gov, HS-grad, Female
13333,23, Private, Bachelors, Female
13334,34, Private, Some-college, Female
13335,38, Private, 11th, Male
13336,47, Self-emp-not-inc, Some-college, Male
13337,30, Private, HS-grad, Female
13338,36, Private, Assoc-acdm, Male
13339,23, Local-gov, Bachelors, Female
13340,47, Self-emp-not-inc, Some-college, Male
13341,61, Private, HS-grad, Female
13342,47, Self-emp-not-inc, Bachelors, Male
13343,56, Private, Bachelors, Male
13344,20, Private, 12th, Female
13345,33, Private, HS-grad, Female
13346,36, Self-emp-not-inc, HS-grad, Male
13347,38, ?, HS-grad, Female
13348,34, Local-gov, Some-college, Male
13349,56, Private, HS-grad, Male
13350,32, Private, Assoc-voc, Female
13351,26, Private, Assoc-acdm, Male
13352,49, Private, Bachelors, Male
13353,71, Private, HS-grad, Male
13354,19, Private, Some-college, Female
13355,20, Private, Some-college, Female
13356,42, Private, HS-grad, Female
13357,51, Private, Some-college, Female
13358,38, Private, Some-college, Female
13359,38, Private, 10th, Male
13360,35, Self-emp-not-inc, Bachelors, Male
13361,24, Local-gov, Bachelors, Female
13362,40, Private, HS-grad, Male
13363,21, Private, HS-grad, Male
13364,49, Private, HS-grad, Male
13365,18, ?, Some-college, Female
13366,54, Private, HS-grad, Male
13367,52, Private, Bachelors, Female
13368,27, Private, Bachelors, Female
13369,20, Private, HS-grad, Male
13370,38, ?, Masters, Female
13371,31, Private, Some-college, Male
13372,25, Private, HS-grad, Female
13373,19, Federal-gov, Some-college, Male
13374,33, Private, Some-college, Male
13375,23, Private, Bachelors, Male
13376,34, Private, Masters, Female
13377,42, Private, Bachelors, Male
13378,37, Local-gov, Masters, Female
13379,25, Private, Bachelors, Female
13380,40, Private, Assoc-voc, Male
13381,33, Self-emp-not-inc, Bachelors, Female
13382,31, Private, Some-college, Female
13383,32, Self-emp-inc, Bachelors, Male
13384,63, ?, Bachelors, Male
13385,54, Self-emp-inc, Bachelors, Male
13386,32, Self-emp-not-inc, HS-grad, Male
13387,29, Local-gov, HS-grad, Male
13388,26, Local-gov, Some-college, Male
13389,39, Self-emp-not-inc, Some-college, Male
13390,57, Private, Bachelors, Male
13391,54, Private, Some-college, Male
13392,57, Private, 10th, Male
13393,23, Federal-gov, Bachelors, Male
13394,27, Self-emp-not-inc, Some-college, Male
13395,42, Private, Bachelors, Male
13396,31, Private, 10th, Male
13397,49, Local-gov, Masters, Female
13398,50, Private, HS-grad, Male
13399,46, Local-gov, HS-grad, Female
13400,37, Private, HS-grad, Male
13401,26, Private, HS-grad, Male
13402,27, Private, Bachelors, Female
13403,24, Private, Some-college, Male
13404,24, Self-emp-inc, HS-grad, Male
13405,29, Private, HS-grad, Female
13406,47, Private, Bachelors, Male
13407,33, Self-emp-not-inc, Some-college, Male
13408,26, Private, Assoc-acdm, Female
13409,20, Private, Some-college, Male
13410,25, Private, Assoc-voc, Female
13411,57, State-gov, Bachelors, Male
13412,36, Private, HS-grad, Male
13413,25, Private, Masters, Male
13414,46, Private, Bachelors, Male
13415,39, Private, HS-grad, Male
13416,29, Private, Some-college, Male
13417,18, Private, 11th, Female
13418,46, Private, Assoc-voc, Male
13419,61, Private, Bachelors, Male
13420,41, Private, HS-grad, Female
13421,50, Private, Some-college, Female
13422,53, Private, Bachelors, Male
13423,36, Local-gov, Bachelors, Male
13424,38, Private, Some-college, Female
13425,75, Self-emp-not-inc, HS-grad, Male
13426,26, Private, Assoc-voc, Female
13427,44, Private, Bachelors, Male
13428,25, Private, HS-grad, Female
13429,31, Private, Some-college, Female
13430,49, Private, 12th, Male
13431,34, Private, HS-grad, Male
13432,31, Self-emp-not-inc, HS-grad, Male
13433,47, Self-emp-not-inc, Some-college, Male
13434,38, Private, Bachelors, Male
13435,18, Private, HS-grad, Female
13436,47, Private, 9th, Female
13437,42, Private, HS-grad, Male
13438,29, Private, Bachelors, Male
13439,38, Local-gov, Some-college, Male
13440,22, Private, Some-college, Female
13441,32, Private, HS-grad, Male
13442,20, Private, Some-college, Male
13443,41, Private, Prof-school, Male
13444,46, Private, HS-grad, Male
13445,44, Private, HS-grad, Female
13446,35, Private, Bachelors, Female
13447,18, ?, Some-college, Male
13448,60, Private, HS-grad, Male
13449,36, Local-gov, 9th, Male
13450,30, Private, Some-college, Male
13451,40, State-gov, Doctorate, Male
13452,21, Private, Some-college, Female
13453,25, Private, Bachelors, Female
13454,56, State-gov, Masters, Male
13455,42, Private, Some-college, Male
13456,26, Private, 7th-8th, Male
13457,66, Self-emp-inc, HS-grad, Female
13458,48, Private, 7th-8th, Male
13459,35, Private, Some-college, Male
13460,41, Private, Masters, Male
13461,19, Private, Some-college, Female
13462,55, Self-emp-not-inc, HS-grad, Male
13463,42, Self-emp-not-inc, Bachelors, Male
13464,45, Private, Some-college, Male
13465,29, Private, Bachelors, Male
13466,42, Self-emp-not-inc, Doctorate, Male
13467,65, Private, HS-grad, Female
13468,30, Private, Assoc-acdm, Male
13469,43, Private, Some-college, Male
13470,61, Private, 7th-8th, Male
13471,22, Private, Some-college, Female
13472,23, Private, 11th, Female
13473,34, Private, HS-grad, Male
13474,51, Private, HS-grad, Female
13475,21, Private, Some-college, Female
13476,31, Private, Assoc-acdm, Male
13477,34, Private, Assoc-acdm, Female
13478,33, Federal-gov, Some-college, Female
13479,32, Private, Masters, Male
13480,44, Private, 11th, Male
13481,21, State-gov, Some-college, Male
13482,75, Local-gov, HS-grad, Female
13483,55, Federal-gov, Masters, Male
13484,43, Self-emp-not-inc, HS-grad, Female
13485,31, Private, HS-grad, Male
13486,41, Private, Some-college, Male
13487,26, Local-gov, Masters, Male
13488,23, Private, Assoc-voc, Female
13489,42, Federal-gov, HS-grad, Female
13490,29, Private, HS-grad, Female
13491,21, Private, HS-grad, Male
13492,28, Private, Bachelors, Male
13493,64, ?, HS-grad, Male
13494,35, Federal-gov, Some-college, Female
13495,65, Private, Bachelors, Male
13496,34, Private, Bachelors, Male
13497,58, Private, Bachelors, Male
13498,63, ?, Prof-school, Male
13499,50, Private, Bachelors, Male
13500,59, Private, HS-grad, Female
13501,46, Private, Bachelors, Male
13502,30, Private, Assoc-voc, Male
13503,28, Private, Bachelors, Male
13504,51, ?, 5th-6th, Male
13505,47, Private, Masters, Male
13506,30, Private, Bachelors, Male
13507,34, Private, HS-grad, Male
13508,51, State-gov, Some-college, Female
13509,41, Private, HS-grad, Male
13510,57, Private, Some-college, Male
13511,28, Self-emp-not-inc, Assoc-voc, Male
13512,62, Local-gov, HS-grad, Female
13513,22, State-gov, Some-college, Male
13514,38, Private, Bachelors, Male
13515,34, ?, 11th, Male
13516,45, Local-gov, HS-grad, Male
13517,37, Private, Assoc-acdm, Male
13518,21, Private, HS-grad, Male
13519,49, Private, HS-grad, Male
13520,24, Private, HS-grad, Male
13521,47, Private, Bachelors, Male
13522,20, Federal-gov, Some-college, Female
13523,27, Private, Prof-school, Female
13524,40, Private, HS-grad, Female
13525,19, ?, Some-college, Female
